player_id,short_name,long_name,player_positions,overall,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,attacking_work_rate,defending_work_rate
236593,C. Stengs,Calvin Stengs,"Extremo, Meio campo",73,70.0,65.0,73.0,75.0,52.0,64.0,64,61,42,78,71,77,72,62,74,73,71,70,78,70,66,72,59,73,62,67,57,56,69,77,52,71.0,41,64,47,14,11,7,5,10,0.0,66,33
236657,F. Ugrinic,Filip Ugrinic,Meio campo,73,75.0,70.0,72.0,74.0,68.0,81.0,72,68,55,73,64,73,74,68,70,75,75,75,74,69,77,77,79,84,83,72,75,69,72,73,62,72.0,69,70,70,8,10,15,8,13,0.0,99,99
236758,O. Christensen,Oliver Christensen,Goleiro,73,0.0,0.0,0.0,0.0,0.0,0.0,10,5,9,47,5,16,16,11,44,19,45,43,33,63,34,52,62,42,64,6,32,13,6,62,10,45.0,14,13,11,75,70,69,69,79,44.0,66,66
238194,N. Bustos,Nahuel Lautaro Bustos,"Atacante, Meio campo",73,81.0,73.0,67.0,76.0,33.0,69.0,65,74,63,71,63,75,73,68,60,73,80,82,82,73,86,76,77,76,68,72,62,27,75,63,71,75.0,33,29,31,11,14,10,14,12,0.0,99,33
238196,A. Sigurðsson,Arnór Sigurðsson,"Atacante, Meio campo",73,80.0,70.0,69.0,73.0,41.0,62.0,70,71,39,72,68,72,62,56,70,72,78,82,83,65,74,70,60,73,59,69,57,42,69,69,60,66.0,45,39,32,8,7,10,7,11,0.0,99,33
239099,R. Schallenberg,Ron Schallenberg,"Meio campo, Volante",73,62.0,50.0,62.0,67.0,71.0,76.0,46,48,66,71,56,64,42,39,68,71,65,60,61,73,61,53,71,91,67,49,81,71,62,68,35,73.0,74,72,64,8,7,10,14,15,0.0,66,99
239360,P. Struijk,Pascal Struijk,"Lateral, Zagueiro",73,59.0,43.0,59.0,64.0,73.0,77.0,42,39,73,72,34,62,42,32,69,70,57,60,53,72,54,62,79,74,79,30,74,74,44,56,62,73.0,72,73,72,14,8,8,10,14,0.0,66,99
240060,M. Aarons,Maximillian James Aarons,Lateral,73,81.0,42.0,62.0,73.0,69.0,74.0,65,41,53,67,41,70,50,32,58,72,84,79,84,70,79,49,74,84,70,36,71,70,69,66,27,75.0,73,71,69,11,11,7,9,8,0.0,99,66
240970,M. Payero,Martín Ismael Payero,Meio campo,73,74.0,63.0,73.0,76.0,63.0,72.0,66,59,62,76,59,78,69,75,72,76,73,74,73,73,68,72,76,75,71,64,69,65,70,75,61,76.0,62,65,61,6,6,8,7,7,0.0,66,33
242162,H. Evjen,Håkon Evjen,"Extremo, Meio campo",73,86.0,62.0,67.0,76.0,56.0,63.0,70,62,39,68,57,75,73,54,63,74,89,83,92,68,75,61,61,86,54,65,58,48,70,68,52,68.0,59,63,55,11,13,7,14,12,0.0,99,66
242654,J. Carbonero,Johan Stiven Carbonero Balanta,Extremo,73,89.0,65.0,64.0,78.0,37.0,60.0,59,65,41,67,51,81,54,55,68,74,86,92,88,70,77,68,63,80,56,67,46,44,73,66,58,72.0,36,32,34,9,15,10,10,10,0.0,66,33
243249,J. Ekkelenkamp,Jurgen Ekkelenkamp,Meio campo,73,52.0,69.0,72.0,73.0,62.0,74.0,64,70,66,75,64,74,71,68,72,76,64,42,68,73,57,71,74,78,75,69,66,58,76,75,55,72.0,62,62,65,13,6,12,14,6,0.0,66,66
243669,J. Anthony,Jaidon Anthony,"Extremo, Meio campo",73,77.0,66.0,68.0,74.0,39.0,63.0,72,70,52,68,61,76,72,61,60,75,75,79,71,66,71,63,67,71,64,64,48,29,67,72,62,73.0,38,48,24,8,9,7,13,15,0.0,99,99
244108,Hong Hyeon Seok,홍현석 Hyeon Seok Hong,"Meio campo, Volante",73,68.0,69.0,72.0,76.0,64.0,68.0,70,71,46,76,73,75,67,65,69,75,72,64,84,72,81,68,61,85,59,68,69,65,72,74,58,73.0,64,69,67,13,9,7,13,10,0.0,66,66
244389,Fernando,Fernando Dos Santos Pedro,Atacante,73,88.0,74.0,66.0,78.0,37.0,64.0,57,74,49,73,69,78,70,55,59,76,87,88,86,74,76,76,70,66,62,75,66,22,73,69,63,71.0,38,42,36,5,9,8,8,7,0.0,66,66
246937,Um Won Sang,Won Sang Um,"Atacante, Extremo, Meio campo",73,93.0,68.0,61.0,76.0,37.0,67.0,64,72,41,63,67,79,64,61,53,68,93,93,92,74,85,68,69,72,66,56,61,44,79,60,69,61.0,34,35,31,15,10,11,10,6,0.0,99,33
247229,R. Bellanova,Raoul Bellanova,"Ala, Meio campo",73,86.0,32.0,61.0,68.0,67.0,71.0,72,32,56,66,35,71,55,33,49,69,80,90,59,67,57,26,76,74,71,27,68,68,60,61,41,66.0,65,72,69,8,8,9,8,6,0.0,66,66
247377,Marcos Antonio,Marcos Antonio Silva Santos,"Meio campo, Volante",73,81.0,65.0,71.0,77.0,59.0,48.0,64,65,43,74,53,76,66,47,77,76,81,81,90,74,72,65,53,71,44,70,30,64,75,74,47,75.0,67,54,52,13,11,14,11,14,0.0,99,66
248466,A. Llinás,Andrés Llinás Montejo,Zagueiro,73,63.0,29.0,50.0,55.0,73.0,75.0,27,28,68,73,30,42,32,28,68,68,57,68,57,68,68,35,76,63,83,25,70,71,22,29,38,55.0,76,74,70,8,14,8,6,7,0.0,66,99
252162,A. Ueda,上田 綺世,"Atacante, Meio campo",73,80.0,75.0,55.0,68.0,27.0,69.0,47,78,72,58,73,64,63,64,43,68,79,80,76,76,64,73,90,73,70,68,58,23,77,62,76,79.0,22,22,22,7,12,14,15,6,0.0,99,66
253055,I. Jones,Isaiah Jones,"Ala, Meio campo",73,85.0,55.0,65.0,73.0,64.0,59.0,72,55,49,69,48,75,50,41,59,72,84,86,75,70,77,59,66,79,56,50,41,60,61,64,54,60.0,66,69,63,13,12,8,8,10,0.0,99,66
258615,Zarraga,Oier Zarraga Egaña,Meio campo,73,78.0,66.0,72.0,74.0,61.0,67.0,65,69,58,80,48,73,65,55,73,74,79,77,78,72,80,60,74,74,67,70,56,65,68,71,54,72.0,53,71,50,12,8,6,11,15,0.0,99,66
262414,André Franco,André Filipe Russo Franco,Meio campo,73,74.0,70.0,71.0,73.0,41.0,63.0,62,74,53,74,50,74,65,64,72,73,73,75,72,69,72,73,66,71,61,68,58,40,68,76,54,69.0,42,38,35,12,12,12,12,7,0.0,66,33
226430,S. Hakšabanović,Sead Hakšabanović,Extremo,73,78.0,67.0,69.0,78.0,29.0,58.0,68,65,37,71,59,79,74,65,63,77,81,75,81,70,81,67,62,69,61,74,37,28,69,73,66,72.0,26,29,27,14,6,7,11,15,0.0,99,33
229682,D. Fry,Dael Fry,Zagueiro,73,65.0,29.0,56.0,59.0,74.0,72.0,54,25,73,64,26,57,35,22,56,65,61,68,36,73,62,40,79,66,76,25,66,75,29,58,36,70.0,76,72,72,10,8,12,14,7,0.0,66,66
230686,J. Makengo,Jean-Victor Makengo,"Meio campo, Volante",73,63.0,66.0,72.0,73.0,73.0,70.0,69,61,70,78,69,74,66,59,74,75,68,59,65,69,71,75,73,73,69,69,69,69,67,68,59,70.0,70,78,74,8,9,9,8,9,0.0,99,99
231235,K. Amian,Kelvin Amian Adou,"Ala, Lateral, Zagueiro",73,78.0,48.0,62.0,67.0,71.0,79.0,65,43,66,67,46,65,69,39,60,68,77,79,71,69,76,72,82,82,79,35,72,71,64,55,42,69.0,71,71,71,7,8,14,14,11,0.0,99,66
231485,A. Tuanzebe,Axel Tuanzebe,Zagueiro,73,80.0,36.0,62.0,68.0,72.0,70.0,52,26,70,71,41,66,45,37,69,68,72,87,66,73,66,53,79,55,74,34,75,72,52,61,50,77.0,73,72,71,5,8,5,13,12,0.0,66,66
231685,R. Pierre-Gabriel,Ronaël Julien Pierre-Gabriel,"Ala, Lateral",73,73.0,48.0,62.0,69.0,71.0,71.0,68,41,64,67,43,69,60,35,59,69,69,76,68,69,71,57,74,72,72,53,67,70,58,56,56,65.0,72,74,72,11,10,10,6,10,0.0,66,66
231777,A. Ömür,Abdülkadir Ömür,"Extremo, Meio campo",73,84.0,67.0,72.0,81.0,53.0,57.0,67,65,50,75,67,84,78,69,70,75,86,82,92,75,92,69,63,76,48,71,52,58,72,74,55,72.0,51,55,47,11,12,13,11,10,0.0,99,33
231826,Y. Karamoh,Yann Dorgelès Isaac Karamoh,"Atacante, Meio campo",73,77.0,68.0,68.0,76.0,31.0,60.0,69,68,65,69,66,78,67,51,65,77,78,77,72,71,65,69,74,64,60,69,50,29,72,71,65,73.0,23,31,26,14,10,10,8,12,0.0,99,66
232284,M. Travers,Mark Travers,Goleiro,73,0.0,0.0,0.0,0.0,0.0,0.0,16,14,15,50,13,13,14,14,44,19,41,38,39,69,47,53,61,30,60,13,23,13,11,47,18,47.0,14,15,14,73,69,70,73,76,40.0,66,66
234203,C. Eiting,Carel Willem Hendrik Eiting,"Meio campo, Volante",73,57.0,58.0,79.0,70.0,58.0,62.0,82,54,49,81,40,69,71,72,79,74,54,60,68,69,67,67,43,86,51,60,62,67,63,78,61,70.0,65,50,48,10,6,11,12,5,0.0,99,99
238473,E. Mašović,Erhan Mašović,"Volante, Zagueiro",73,70.0,33.0,49.0,56.0,75.0,71.0,22,35,73,68,28,49,27,24,60,62,64,74,58,67,55,42,78,66,73,26,70,73,23,48,31,67.0,76,77,75,5,5,8,13,5,0.0,33,66
238490,I. Chair,Ilias Chair,Meio campo,73,75.0,66.0,70.0,78.0,32.0,49.0,67,64,40,73,60,78,67,64,67,74,79,72,88,72,91,70,50,74,41,72,38,27,71,73,52,69.0,34,34,22,11,15,10,6,13,0.0,99,33
239529,F. Onyeka,Frank Ogochukwu Onyeka,"Meio campo, Volante",73,79.0,59.0,64.0,71.0,71.0,76.0,55,62,63,70,53,70,56,42,66,70,71,85,79,71,71,66,76,76,74,49,79,76,70,70,48,70.0,71,72,65,15,9,7,6,14,0.0,99,99
241925,C. Führich,Chris Führich,"Atacante, Meio campo",73,82.0,67.0,69.0,78.0,53.0,59.0,67,67,54,73,58,80,68,56,68,78,83,81,86,65,83,70,64,78,49,67,58,43,68,66,61,60.0,53,59,55,6,7,12,12,6,0.0,66,66
242075,J. Sargent,Joshua Thomas Sargent,"Atacante, Meio campo",73,73.0,72.0,63.0,68.0,48.0,83.0,58,73,74,67,67,67,62,56,57,66,73,73,76,72,65,81,87,88,82,65,79,52,77,65,62,69.0,45,45,33,8,7,9,8,9,0.0,99,99
242725,K. Thorstvedt,Kristian Thorstvedt,Meio campo,73,63.0,72.0,69.0,72.0,66.0,81.0,58,71,72,76,65,75,70,57,72,75,61,64,65,70,42,78,82,78,85,75,73,67,70,69,52,71.0,63,69,58,13,8,10,6,12,0.0,99,99
243449,L. Perrin,Lucas Perrin,"Lateral, Zagueiro",73,44.0,35.0,55.0,59.0,76.0,71.0,42,28,77,72,18,57,42,30,62,68,43,45,39,71,50,59,74,70,73,30,67,75,23,43,46,63.0,74,77,76,9,13,13,13,8,0.0,66,66
245354,J. Paradela,José Antonio Paradela,Meio campo,73,71.0,66.0,73.0,75.0,59.0,60.0,71,63,50,76,52,76,72,62,72,74,74,68,79,67,67,74,63,68,57,72,58,61,66,74,59,75.0,57,62,60,15,5,15,12,10,0.0,66,33
252990,J. Hernández,Junior Alexis Hernández Angulo,"Lateral, Meio campo",73,83.0,59.0,65.0,68.0,69.0,55.0,74,56,59,65,45,65,60,58,57,68,76,88,77,70,82,66,63,74,47,63,48,71,58,63,49,60.0,69,71,68,13,13,12,13,13,0.0,66,66
254470,L. Thomas,Luke Thomas,"Ala, Lateral",73,75.0,42.0,64.0,69.0,71.0,69.0,65,39,61,66,47,70,60,49,64,68,77,73,69,72,71,44,74,75,65,39,70,74,69,62,40,67.0,71,72,69,12,7,10,11,12,0.0,99,99
261659,S. Lynen,Senne Lynen,"Meio campo, Volante",73,54.0,62.0,71.0,66.0,69.0,76.0,68,57,65,74,49,66,62,65,73,71,55,54,54,70,54,72,72,77,77,67,75,72,62,71,50,71.0,69,70,65,10,10,9,8,13,0.0,66,99
269867,L. Díaz,Lautaro Díaz,Atacante,73,85.0,71.0,66.0,73.0,27.0,61.0,63,74,66,71,66,73,69,57,63,74,84,86,77,71,67,72,78,71,62,67,42,18,74,66,65,58.0,21,25,31,7,13,5,10,9,0.0,99,66
212516,J. Souttar,John Souttar,Zagueiro,73,66.0,47.0,60.0,67.0,72.0,73.0,42,42,72,70,28,67,58,41,72,70,65,67,59,69,61,66,83,53,83,47,70,70,33,59,49,71.0,72,75,71,13,11,15,10,9,0.0,99,66
220715,E. Ponce,Ezequiel Ponce Martínez,Atacante,73,75.0,72.0,61.0,72.0,37.0,69.0,59,74,77,65,67,72,68,61,50,71,76,74,73,73,76,75,87,70,73,68,55,29,75,61,68,70.0,39,30,28,12,16,7,7,6,0.0,99,66
221168,D. Kownacki,Dawid Igor Kownacki,"Atacante, Meio campo",73,76.0,74.0,64.0,73.0,34.0,68.0,54,76,67,71,64,73,56,46,63,74,78,74,76,70,68,77,77,69,68,68,63,43,74,67,75,71.0,30,25,23,15,13,9,9,11,0.0,66,66
222464,Sivera,Antonio Sivera Salvá,Goleiro,73,0.0,0.0,0.0,0.0,0.0,0.0,22,15,14,34,16,14,26,12,33,26,58,55,61,69,53,54,68,42,63,12,25,24,16,48,24,53.0,13,17,12,74,68,72,71,76,57.0,66,66
223641,T. Baumgartl,Timo Baumgartl,Zagueiro,73,58.0,36.0,56.0,52.0,74.0,72.0,33,28,76,71,28,45,33,31,68,61,56,59,45,71,35,61,79,64,75,33,72,74,32,55,34,68.0,73,76,70,13,15,14,16,11,0.0,66,66
224949,J. Dilrosun,Javairô Dilrosun,"Extremo, Meio campo",73,84.0,63.0,66.0,78.0,43.0,55.0,68,67,32,71,60,81,64,49,61,75,88,81,89,65,79,72,53,70,56,48,34,42,67,64,55,68.0,50,44,27,8,15,11,7,11,0.0,66,66
225974,S. McKenna,Scott McKenna,Zagueiro,73,51.0,32.0,46.0,51.0,72.0,80.0,41,22,74,58,26,45,28,31,57,58,51,51,42,69,56,59,80,65,86,32,86,70,16,31,36,60.0,73,73,68,11,7,11,6,9,0.0,66,99
227978,M. Mehlem,Marvin Mehlem,Meio campo,73,69.0,65.0,69.0,76.0,51.0,61.0,64,68,34,73,45,75,66,52,68,74,77,63,86,67,90,63,52,86,49,68,64,49,72,75,52,68.0,50,59,51,16,10,8,8,13,0.0,99,99
228279,J. Drommel,Joël Drommel,Goleiro,73,0.0,0.0,0.0,0.0,0.0,0.0,12,13,21,44,12,25,21,21,39,40,50,52,62,65,49,57,70,43,70,16,22,10,10,53,32,65.0,12,20,19,74,72,76,71,75,51.0,66,66
229379,L. de la Torre,Luca Daniel de la Torre,"Meio campo, Volante",73,64.0,60.0,72.0,74.0,59.0,62.0,70,65,42,75,52,73,66,60,73,75,72,57,76,66,81,58,54,89,52,52,54,60,71,71,61,67.0,63,60,59,11,14,12,7,10,0.0,66,66
229901,H. Souttar,Harry James Souttar,Zagueiro,73,47.0,28.0,52.0,57.0,73.0,79.0,24,25,73,69,23,54,26,31,66,64,41,52,52,70,30,33,77,66,88,26,71,73,26,50,40,65.0,72,73,72,12,12,12,15,13,0.0,66,99
230043,F. Maouassa,Christ-Emmanuel Faitout Maouassa,"Ala, Lateral, Meio campo",73,77.0,64.0,71.0,75.0,69.0,74.0,74,59,61,71,53,74,75,67,70,74,81,74,78,70,85,77,81,73,75,71,72,65,67,69,42,72.0,70,72,73,14,8,5,6,9,0.0,66,66
230727,G. Larsonneur,Gautier Larsonneur,Goleiro,73,0.0,0.0,0.0,0.0,0.0,0.0,18,19,14,32,20,22,15,11,30,24,51,53,60,69,65,54,63,38,59,12,25,17,17,25,21,52.0,15,20,12,72,71,72,72,74,52.0,66,66
234827,J. Rasmussen,Jacob Vandsø Rasmussen,Zagueiro,73,56.0,38.0,57.0,62.0,73.0,79.0,59,33,78,69,44,58,34,31,63,64,49,62,62,71,66,51,81,73,83,38,76,71,25,44,33,66.0,73,72,71,9,11,12,13,8,0.0,66,66
236760,Kike Pérez,Enrique Pérez Muñoz,"Meio campo, Volante",73,60.0,64.0,71.0,77.0,59.0,54.0,53,66,57,78,52,79,73,60,75,80,62,58,74,72,69,59,62,46,56,74,59,63,64,74,43,66.0,50,67,60,9,14,13,15,10,0.0,99,33
236898,M. Aebischer,Michel Aebischer,Meio campo,73,70.0,65.0,73.0,73.0,65.0,74.0,68,66,62,77,48,73,67,65,75,74,73,67,75,71,72,68,76,83,72,69,65,69,68,74,51,70.0,65,64,61,10,9,15,9,15,0.0,66,99
236924,Bruno Wilson,Bruno Ricardo Valdez Wilson,Zagueiro,73,50.0,30.0,45.0,49.0,75.0,79.0,35,21,68,60,51,43,30,32,52,59,54,46,34,69,35,46,75,75,82,26,75,68,29,29,45,64.0,81,77,73,9,15,14,8,8,0.0,66,99
237560,M. Djenepo,Moussa Djenepo,"Extremo, Meio campo",73,79.0,66.0,67.0,78.0,41.0,63.0,69,67,57,67,57,81,67,59,59,73,80,78,88,69,81,62,72,63,62,70,64,38,72,71,60,64.0,37,42,36,12,9,9,14,10,0.0,99,66
238391,G. Kalulu,Gédéon Kalulu Kyatengwa,"Ala, Lateral",73,81.0,40.0,57.0,69.0,72.0,76.0,58,35,71,66,27,68,46,38,55,67,79,82,79,68,74,50,87,72,79,42,71,69,43,51,41,69.0,72,74,72,10,15,7,14,8,0.0,66,66
239342,H. Koffi,Hervé Kouakou Koffi,Goleiro,73,0.0,0.0,0.0,0.0,0.0,0.0,11,8,13,23,6,13,14,13,26,27,58,53,63,73,64,51,71,30,71,7,30,14,8,44,16,58.0,13,11,10,75,69,68,67,76,56.0,66,66
240503,T. Okou,Teddy Lia Okou,"Extremo, Meio campo",73,89.0,67.0,67.0,75.0,30.0,59.0,67,67,42,69,54,75,65,62,63,70,90,88,90,66,92,71,59,78,49,68,58,22,70,70,64,73.0,33,29,30,12,13,7,11,15,0.0,99,33
240926,N. Phillips,Nathaniel Phillips,Zagueiro,73,51.0,30.0,50.0,50.0,74.0,73.0,30,23,78,70,30,48,29,35,58,51,50,51,44,69,50,49,80,53,79,21,80,70,28,39,45,63.0,75,75,70,9,6,6,12,10,0.0,33,66
241629,Rogério,Rogério Oliveira da Silva,Lateral,73,74.0,53.0,68.0,75.0,70.0,58.0,73,45,60,71,53,77,56,60,62,78,78,71,70,72,64,59,68,59,53,59,66,75,71,67,55,68.0,69,70,71,11,7,8,8,10,0.0,66,66
241686,Manu Vallejo,Manuel Javier Vallejo Galván,"Atacante, Meio campo",73,75.0,74.0,68.0,75.0,43.0,62.0,68,73,69,71,66,74,70,75,57,73,75,75,79,75,87,77,75,74,64,72,41,25,77,69,76,69.0,41,47,45,7,14,8,11,10,0.0,99,66
242090,O. Solbakken,Ola Selvaag Solbakken,"Extremo, Meio campo",73,81.0,69.0,66.0,73.0,37.0,69.0,67,73,40,70,51,72,66,50,60,74,80,82,82,65,71,68,64,83,66,65,58,44,74,66,61,66.0,39,32,28,9,12,13,7,11,0.0,99,66
242288,I. Ivušić,Ivica Ivušić,Goleiro,73,0.0,0.0,0.0,0.0,0.0,0.0,12,9,10,18,7,12,13,12,25,18,42,40,56,73,48,54,65,36,71,6,33,8,7,45,12,51.0,20,13,11,73,71,72,70,73,41.0,66,66
242392,G. Magnani,Giangiacomo Magnani,Zagueiro,73,69.0,37.0,45.0,50.0,74.0,73.0,40,33,70,54,35,40,30,30,52,58,65,73,54,75,51,62,80,51,83,25,73,73,21,34,38,60.0,77,74,71,13,10,10,5,7,0.0,33,99
242794,I. Louza,Imrân Louza,"Meio campo, Volante",73,61.0,65.0,73.0,75.0,63.0,60.0,64,62,49,76,51,75,73,70,74,78,56,65,68,71,77,73,53,71,54,66,63,65,72,75,69,75.0,59,72,60,7,15,6,6,5,0.0,66,99
244401,M. Camara,Mohamed Ali Camara,Zagueiro,73,69.0,35.0,51.0,46.0,72.0,83.0,37,38,78,66,27,42,33,31,61,49,64,73,39,66,44,37,88,75,88,26,78,67,36,43,36,55.0,71,73,75,5,14,7,5,8,0.0,66,99
244480,H. Magnetti,Hugo Magnetti,"Meio campo, Volante",73,45.0,49.0,67.0,72.0,68.0,75.0,53,41,50,74,38,73,59,41,75,74,48,43,60,70,83,68,63,70,76,49,80,71,63,71,46,72.0,68,72,69,10,14,15,10,12,0.0,66,99
247019,B. Kouyaté,Boubakar Kouyaté,Zagueiro,73,63.0,36.0,50.0,58.0,73.0,76.0,46,23,78,63,28,56,44,28,54,61,67,60,64,63,42,64,86,70,80,41,73,73,30,35,34,62.0,72,73,72,13,7,8,6,10,0.0,66,66
251532,M. Elia,Meschack Elia Lina,Atacante,73,93.0,71.0,67.0,77.0,26.0,69.0,66,74,54,70,65,74,53,52,64,76,93,93,90,69,87,73,77,78,69,65,58,21,76,72,60,72.0,22,26,22,6,15,7,11,8,0.0,99,66
251675,Douglas Augusto,Douglas Augusto Soares Gomes,"Meio campo, Volante",73,73.0,69.0,69.0,70.0,69.0,78.0,57,64,58,75,60,68,67,55,73,74,74,73,71,69,78,78,76,78,76,75,84,69,73,73,64,64.0,69,72,72,8,10,13,11,14,0.0,66,99
253073,J. Okumu,Joseph Stanley Okumu,Zagueiro,73,78.0,41.0,56.0,62.0,73.0,77.0,59,37,78,61,42,58,45,39,60,68,69,85,64,65,68,47,86,75,80,42,70,73,46,48,45,53.0,72,74,70,7,9,13,14,8,0.0,66,99
257111,J. Le Douaron,Jérémy Le Douaron,"Atacante, Extremo",73,67.0,72.0,66.0,72.0,49.0,74.0,69,74,72,71,52,74,60,49,58,74,69,65,63,71,57,76,81,71,76,70,70,52,74,68,58,66.0,44,48,41,12,12,6,8,10,0.0,66,66
263056,E. Sahiti,Emir Sahiti,"Extremo, Meio campo",73,84.0,71.0,66.0,75.0,41.0,66.0,70,71,52,65,62,75,71,62,64,73,84,84,86,71,86,75,68,74,56,70,78,34,71,65,59,63.0,43,42,37,14,12,14,13,5,0.0,99,66
264321,O. Dabbagh,Oday Dabbagh,Atacante,73,73.0,75.0,58.0,67.0,35.0,74.0,59,79,73,62,65,66,57,46,53,72,72,74,60,66,63,77,85,68,79,65,66,33,75,59,71,72.0,30,31,26,14,13,8,6,9,0.0,66,66
269509,D. Douděra,David Douděra,"Lateral, Meio campo",73,89.0,63.0,64.0,70.0,65.0,65.0,74,68,58,67,54,69,52,48,63,70,88,89,84,68,74,63,70,85,52,57,71,66,73,57,45,56.0,62,67,69,15,15,8,11,9,0.0,99,99
213017,B. Davies,Ben Davies,Zagueiro,73,67.0,39.0,59.0,64.0,73.0,72.0,61,36,71,71,43,60,44,40,68,68,65,69,65,71,62,42,81,65,78,39,64,72,37,37,48,72.0,74,74,72,6,15,10,15,6,0.0,66,66
213404,P. Dawidowicz,Paweł Marek Dawidowicz,Zagueiro,73,59.0,48.0,62.0,63.0,73.0,76.0,44,38,69,67,38,61,53,52,70,66,49,67,63,73,51,77,74,65,82,45,77,74,46,68,44,68.0,73,75,72,7,11,8,11,13,0.0,66,66
213536,M. Crépeau,Maxime Crépeau,Goleiro,73,0.0,0.0,0.0,0.0,0.0,0.0,19,17,14,34,19,19,16,14,46,45,50,48,43,78,40,53,67,33,69,14,34,20,7,55,23,60.0,10,17,17,72,70,70,70,75,49.0,66,66
215410,B. Chardonnet,Brendan Chardonnet,Zagueiro,73,48.0,45.0,54.0,59.0,74.0,75.0,45,46,76,68,42,52,38,35,63,66,47,49,55,72,70,49,78,67,80,35,72,73,50,38,64,67.0,75,74,72,10,14,10,11,13,0.0,66,99
215522,A. Schlager,Alexander Schlager,Goleiro,73,0.0,0.0,0.0,0.0,0.0,0.0,20,14,17,25,13,13,14,16,18,23,46,47,34,69,45,50,61,24,55,18,26,13,6,34,22,33.0,24,18,16,73,69,66,73,74,46.0,66,66
215556,E. Fernandes,Edimilson Fernandes Ribeiro,"Ala, Meio campo, Zagueiro",73,71.0,65.0,71.0,73.0,76.0,69.0,68,60,62,76,56,73,70,63,75,76,70,72,67,77,64,78,74,74,74,72,51,81,56,62,55,71.0,76,76,75,12,7,13,15,13,0.0,66,66
215565,M. Miazga,Matthew Miazga,Zagueiro,73,46.0,26.0,47.0,57.0,73.0,78.0,25,18,74,67,34,51,27,21,62,66,50,43,54,70,36,35,79,67,84,32,77,75,27,32,31,71.0,72,72,71,10,7,14,7,15,0.0,33,66
222562,R. Rúnarsson,Rúnar Alex Rúnarsson,Goleiro,73,0.0,0.0,0.0,0.0,0.0,0.0,18,14,17,26,13,13,17,14,46,32,45,46,43,70,55,56,61,41,56,15,23,12,16,58,22,42.0,12,19,15,73,71,74,72,73,45.0,66,66
223898,P. Bernardoni,Paul Jean François Bernardoni,Goleiro,73,0.0,0.0,0.0,0.0,0.0,0.0,12,13,21,28,17,16,15,18,24,25,31,27,21,69,34,53,63,36,68,16,29,25,15,24,19,55.0,16,12,18,73,70,71,72,76,29.0,66,66
224656,O. Aina,Temitayo Olufisayo Olaoluwa Aina,"Lateral, Meio campo",73,81.0,60.0,66.0,73.0,67.0,74.0,71,54,65,70,52,75,60,42,67,72,86,76,73,65,77,73,84,76,75,65,68,70,62,63,49,66.0,62,71,68,7,14,10,10,9,0.0,66,66
225316,J. Hendry,Jack Hendry,Zagueiro,73,69.0,56.0,54.0,61.0,70.0,81.0,48,50,77,66,26,57,38,28,63,66,62,75,62,67,60,77,86,73,84,61,82,69,58,45,37,67.0,69,70,68,13,11,13,8,13,0.0,66,66
230681,G. Pezzella,Giuseppe Pezzella,"Ala, Lateral, Meio campo",73,73.0,57.0,67.0,70.0,68.0,74.0,75,49,68,73,39,73,70,44,66,69,75,72,66,73,62,75,79,74,73,63,74,66,69,56,45,60.0,66,72,69,11,14,6,7,13,0.0,66,66
231887,Y. Yazıcı,Yusuf Yazıcı,"Atacante, Extremo, Meio campo",73,65.0,73.0,74.0,74.0,46.0,67.0,72,72,68,74,71,74,81,75,74,77,63,66,75,68,69,76,70,70,65,74,66,38,75,75,69,73.0,40,52,42,10,12,5,13,7,0.0,33,33
233139,C. Itten,Cédric Jan Itten,Atacante,73,70.0,75.0,62.0,67.0,36.0,80.0,62,76,77,66,68,66,50,48,59,68,69,71,64,74,63,78,88,74,85,71,73,29,74,63,68,70.0,28,35,36,9,9,9,7,7,0.0,99,66
234111,D. Turnbull,David Turnbull,Meio campo,73,62.0,72.0,76.0,72.0,60.0,61.0,74,69,48,76,63,70,76,73,74,75,61,62,65,69,76,72,61,64,68,81,42,66,70,79,75,78.0,60,61,54,5,8,10,15,5,0.0,99,33
237424,Paik Seung Ho,백승호 Seung Ho Paik,"Meio campo, Volante",73,69.0,68.0,71.0,74.0,64.0,75.0,61,63,53,75,65,74,66,72,72,74,72,66,77,67,81,76,71,89,73,74,63,67,65,74,68,72.0,65,67,58,5,12,6,15,10,0.0,66,99
239043,U. Bozok,Umut Dilan Bozok,Atacante,73,78.0,72.0,64.0,73.0,33.0,68.0,58,74,67,73,72,71,66,54,49,73,78,78,79,73,75,73,77,74,68,63,60,28,77,66,74,72.0,35,26,24,9,10,8,12,9,0.0,66,66
